Data;Est_Pgto;Pagamento;Previsao;Liquidacao;Empenho;Tipo;Conta;Fonte;Unidade;Projeto_Atividade;Natureza;Fornecedor_Codigo;Fornecedor_Nome;Valor_Pago;Retencoes;Liquido
02/01/2018;;1/2018;528/2018;3986/2017;4046/2017;O;990;00000;06.003;10.301.0021.1008;4.4.90.51.01.07;18408-0;V.C SOUZA - CONSTRUÇÃO;3.500,00;0,00;3.500,00
02/01/2018;;2/2018;529/2018;7339/2017;7437/2017;O;3790;00140;08.002;12.361.0038.2050;3.3.90.30.01.03;21063-3;AUTO POSTO BOX 9 LTDA;4.335,99;0,00;4.335,99
02/01/2018;;3/2018;530/2018;7340/2017;7438/2017;O;4590;00000;11.001;15.451.0043.2034;3.3.90.30.01.03;21063-3;AUTO POSTO BOX 9 LTDA;4.429,75;0,00;4.429,75
02/01/2018;;4/2018;531/2018;7341/2017;7439/2017;O;470;00000;03.001;04.122.0010.2037;3.3.90.30.01.03;21063-3;AUTO POSTO BOX 9 LTDA;1.059,38;0,00;1.059,38
02/01/2018;;5/2018;532/2018;6593/2017;6673/2017;O;690;00000;04.001;04.123.0044.2031;3.3.90.93.01.00;18937-5;GUSTAVO DE ALMEIDA NETO;840,00;0,00;840,00
02/01/2018;;6/2018;533/2018;6591/2017;6671/2017;O;690;00000;04.001;04.123.0044.2031;3.3.90.93.01.00;18766-6;DAIANE MERISSI CASTOLDO;840,00;0,00;840,00
02/01/2018;;7/2018;534/2018;6592/2017;6672/2017;O;690;00000;04.001;04.123.0044.2031;3.3.90.93.01.00;21155-9;ELZA CRISTINA DE TOLEDO;840,00;0,00;840,00
03/01/2018;;8/2018;535/2018;7376/2017;7473/2017;O;1690;00303;06.003;10.302.0022.2008;3.3.90.39.63.01;2425-2;GRAF-COLLOR TIPOPGRAFIA LTDA;2.090,00;0,00;2.090,00
03/01/2018;;9/2018;536/2018;2109/2017;2228/2017;O;4050;00103;08.002;12.365.0048.2053;3.3.50.43.99.99;157-1;APMIF - ASSOCIAÇÃO DE PROTEÇÃO À MATERNIDADE,;6.686,78;0,00;6.686,78
03/01/2018;;10/2018;537/2018;2109/2017;2228/2017;O;4050;00103;08.002;12.365.0048.2053;3.3.50.43.99.99;157-1;APMIF - ASSOCIAÇÃO DE PROTEÇÃO À MATERNIDADE,;400,00;0,00;400,00
03/01/2018;;11/2018;538/2018;2109/2017;2228/2017;O;4050;00103;08.002;12.365.0048.2053;3.3.50.43.99.99;157-1;APMIF - ASSOCIAÇÃO DE PROTEÇÃO À MATERNIDADE,;2.332,78;0,00;2.332,78
03/01/2018;;12/2018;539/2018;2109/2017;2228/2017;O;4050;00103;08.002;12.365.0048.2053;3.3.50.43.99.99;157-1;APMIF - ASSOCIAÇÃO DE PROTEÇÃO À MATERNIDADE,;2.008,19;0,00;2.008,19
03/01/2018;;13/2018;540/2018;7378/2017;7476/2017;O;480;00000;03.001;04.122.0010.2037;3.3.90.39.63.01;2425-2;GRAF-COLLOR TIPOPGRAFIA LTDA;698,00;0,00;698,00
03/01/2018;;14/2018;541/2018;5238/2017;5218/2017;O;3230;00104;08.001;12.361.0040.2051;3.3.90.39.63.01;2425-2;GRAF-COLLOR TIPOPGRAFIA LTDA;180,00;0,00;180,00
03/01/2018;;15/2018;542/2018;5813/2017;5926/2017;O;480;00000;03.001;04.122.0010.2037;3.3.90.39.63.02;2425-2;GRAF-COLLOR TIPOPGRAFIA LTDA;480,00;0,00;480,00
03/01/2018;;16/2018;543/2018;7231/2017;7337/2017;O;940;00000;06.002;10.122.0027.2004;3.3.90.39.63.01;2425-2;GRAF-COLLOR TIPOPGRAFIA LTDA;3.225,00;0,00;3.225,00
03/01/2018;;17/2018;544/2018;6158/2017;6228/2017;O;1670;00303;06.003;10.302.0022.2008;3.3.90.30.20.01;21198-2;ENXOVATA COM CAMA MESA BANHO E CONFEC LTDA;651,60;0,00;651,60
03/01/2018;;18/2018;545/2018;6590/2017;6670/2017;O;690;00000;04.001;04.123.0044.2031;3.3.90.93.01.00;21145-1;ALESSANDRA CRISTINA VITORINO;840,00;0,00;840,00
03/01/2018;;19/2018;546/2018;5172/2017;5223/2017;O;1690;00303;06.003;10.302.0022.2008;3.3.90.39.63.01;2425-2;GRAF-COLLOR TIPOPGRAFIA LTDA;380,00;0,00;380,00
03/01/2018;;20/2018;547/2018;6015/2017;6099/2017;O;1690;00303;06.003;10.302.0022.2008;3.3.90.39.63.01;2425-2;GRAF-COLLOR TIPOPGRAFIA LTDA;1.706,00;0,00;1.706,00
03/01/2018;;21/2018;548/2018;25/2018;37/2018;O;78;00000;03.001;04.122.0005.2037;3.3.90.39.05.00;358-1;CREA-PR CONSELHO REG.ENG.ARQ.AGRON.PR;82,94;0,00;82,94
03/01/2018;;22/2018;549/2018;26/2018;36/2018;O;78;00000;03.001;04.122.0005.2037;3.3.90.39.05.00;358-1;CREA-PR CONSELHO REG.ENG.ARQ.AGRON.PR;218,54;0,00;218,54
04/01/2018;;23/2018;550/2018;6955/2017;7049/2017;O;690;00000;04.001;04.123.0044.2031;3.3.90.93.02.00;21194-0;PIZOLATO CONSTRUTORA E INCORPORADORA LTDA;2.632,02;0,00;2.632,02
04/01/2018;;24/2018;551/2018;6594/2017;6052/2017;O;480;00000;03.001;04.122.0010.2037;3.3.90.39.58.00;20484-6;LIGGA TELECOMUNICACOES S.A.;1.470,85;0,00;1.470,85
07/01/2018;;25/2018;438/2018;7480/2017;7606/2017;O;910;00000;06.002;10.122.0027.2004;3.1.90.13.01.00;2465-1;CAIXA ECONOMICA FEDERAL;787,69;0,00;787,69
07/01/2018;;26/2018;490/2018;7607/2017;7729/2017;O;910;00000;06.002;10.122.0027.2004;3.1.90.13.01.00;2465-1;CAIXA ECONOMICA FEDERAL;1.468,27;0,00;1.468,27
07/01/2018;;27/2018;440/2018;7484/2017;7610/2017;O;1610;00000;06.003;10.302.0022.2008;3.1.90.13.01.00;2465-1;CAIXA ECONOMICA FEDERAL;6.923,76;0,00;6.923,76
07/01/2018;;28/2018;492/2018;7613/2017;7735/2017;O;1610;00000;06.003;10.302.0022.2008;3.1.90.13.01.00;2465-1;CAIXA ECONOMICA FEDERAL;14.217,32;0,00;14.217,32
07/01/2018;;29/2018;442/2018;7488/2017;7614/2017;O;1740;00000;06.003;10.304.0030.2013;3.1.90.13.01.00;2465-1;CAIXA ECONOMICA FEDERAL;1.132,76;0,00;1.132,76
07/01/2018;;30/2018;493/2018;7619/2017;7741/2017;O;1740;00000;06.003;10.304.0030.2013;3.1.90.13.01.00;2465-1;CAIXA ECONOMICA FEDERAL;2.222,80;0,00;2.222,80
